amfi_code,date,nav
120010,2022-12-03,144.93
120010,2022-12-10,144.63
120010,2022-12-17,144.68
120010,2022-12-24,146.36
120010,2022-12-31,147.81
120010,2023-01-07,146.23
120010,2023-01-14,147.57
120010,2023-01-21,148.92
120010,2023-01-28,150.48
120010,2023-02-04,152.32
120010,2023-02-11,151.18
120010,2023-02-18,149.65
120010,2023-02-25,151.25
120010,2023-03-04,153.42
120010,2023-03-11,154.51
120010,2023-03-18,153.61
120010,2023-03-25,154.73
120010,2023-04-01,156.32
120010,2023-04-08,158.93
120010,2023-04-15,159.22
120010,2023-04-22,158.26
120010,2023-04-29,156.27
120010,2023-05-06,154.53
120010,2023-05-13,152.71
120010,2023-05-20,153.37
120010,2023-05-27,153.1
120010,2023-06-03,154.16
120010,2023-06-10,154.46
120010,2023-06-17,152.62
120010,2023-06-24,151.78
120010,2023-07-01,154.52
120010,2023-07-08,152.99
120010,2023-07-15,152.79
120010,2023-07-22,151.09
120010,2023-07-29,150.67
120010,2023-08-05,151.53
120010,2023-08-12,153.69
120010,2023-08-19,156.31
120010,2023-08-26,159.04
120010,2023-09-02,157.12
120010,2023-09-09,158.16
120010,2023-09-16,156.85
120010,2023-09-23,159.47
120010,2023-09-30,161.87
120010,2023-10-07,162.91
120010,2023-10-14,161.07
120010,2023-10-21,160.72
120010,2023-10-28,162.76
120010,2023-11-04,163.56
120010,2023-11-11,165.72
120010,2023-11-18,165.92
120010,2023-11-25,166.04
120010,2023-12-02,166.52
120010,2023-12-09,169.18
120010,2023-12-16,171.48
120010,2023-12-23,171.42
120010,2023-12-30,172.97
120010,2024-01-06,172.18
120010,2024-01-13,173.75
120010,2024-01-20,173.07
120010,2024-01-27,171.31
120010,2024-02-03,173.39
120010,2024-02-10,174.15
120010,2024-02-17,174.29
120010,2024-02-24,174.08
120010,2024-03-02,175.31
120010,2024-03-09,177.04
120010,2024-03-16,179.76
120010,2024-03-23,179.1
120010,2024-03-30,178.74
120010,2024-04-06,181.44
120010,2024-04-13,180.43
120010,2024-04-20,180.98
120010,2024-04-27,181.89
120010,2024-05-04,181.99
120010,2024-05-11,184.75
120010,2024-05-18,186.81
120010,2024-05-25,185.95
120010,2024-06-01,187.24
120010,2024-06-08,187.3
120010,2024-06-15,186.5
120010,2024-06-22,186.23
120010,2024-06-29,187.3
120010,2024-07-06,186.83
120010,2024-07-13,188.02
120010,2024-07-20,187.44
120010,2024-07-27,188.16
120010,2024-08-03,190.44
120010,2024-08-10,191.58
120010,2024-08-17,192.0
120010,2024-08-24,191.43
120010,2024-08-31,191.54
120010,2024-09-07,192.93
120010,2024-09-14,193.07
120010,2024-09-21,192.14
120010,2024-09-28,190.74
120010,2024-10-05,189.9
120010,2024-10-12,191.09
120010,2024-10-19,190.18
120010,2024-10-26,188.57
120010,2024-11-02,189.84
120010,2024-11-09,190.77
120010,2024-11-16,192.97
120010,2024-11-23,194.54
120010,2024-11-30,194.84
120010,2024-12-07,197.6
120010,2024-12-14,200.01
120010,2024-12-21,199.62
120010,2024-12-28,202.09
120010,2025-01-04,201.44
120010,2025-01-11,203.91
120010,2025-01-18,203.48
120010,2025-01-25,204.24
120010,2025-02-01,204.79
120010,2025-02-08,207.28
120010,2025-02-15,209.15
120010,2025-02-22,210.53
120010,2025-03-01,211.73
120010,2025-03-08,211.22
120010,2025-03-15,213.29
120010,2025-03-22,214.04
120010,2025-03-29,213.45
120010,2025-04-05,212.45
120010,2025-04-12,211.87
120010,2025-04-19,211.21
120010,2025-04-26,213.74
120010,2025-05-03,213.95
120010,2025-05-10,216.74
120010,2025-05-17,217.06
120010,2025-05-24,217.42
120010,2025-05-31,218.94
120010,2025-06-07,221.8
120010,2025-06-14,222.09
120010,2025-06-21,221.95
120010,2025-06-28,223.82
120010,2025-07-05,225.76
120010,2025-07-12,228.66
120010,2025-07-19,227.33
120010,2025-07-26,227.99
120010,2025-08-02,229.11
120010,2025-08-09,227.12
120010,2025-08-16,229.0
120010,2025-08-23,229.39
120010,2025-08-30,231.29
120010,2025-09-06,229.9
120010,2025-09-13,229.44
120010,2025-09-20,232.0
120010,2025-09-27,233.76
120010,2025-10-04,233.58
120010,2025-10-11,233.79
120010,2025-10-18,234.95
120010,2025-10-25,234.04
120010,2025-11-01,233.1
120010,2025-11-08,233.71
120010,2025-11-15,235.22
120010,2025-11-22,237.26
120010,2025-11-29,239.65
120010,2025-12-06,238.45
120010,2025-12-13,237.58
120010,2025-12-20,235.95
120010,2025-12-27,235.66
120011,2022-01-01,98.48
120011,2022-01-08,97.56
120011,2022-01-15,99.37
120011,2022-01-22,97.86
120011,2022-01-29,97.46
120011,2022-02-05,97.67
120011,2022-02-12,97.33
120011,2022-02-19,99.4
120011,2022-02-26,100.68
120011,2022-03-05,101.38
120011,2022-03-12,100.24
120011,2022-03-19,102.6
120011,2022-03-26,102.17
120011,2022-04-02,100.67
120011,2022-04-09,102.42
120011,2022-04-16,103.28
120011,2022-04-23,102.03
120011,2022-04-30,101.18
120011,2022-05-07,103.82
120011,2022-05-14,102.92
120011,2022-05-21,102.26
120011,2022-05-28,102.55
120011,2022-06-04,104.07
120011,2022-06-11,106.22
120011,2022-06-18,106.03
120011,2022-06-25,104.44
120011,2022-07-02,102.85
120011,2022-07-09,105.3
120011,2022-07-16,103.79
120011,2022-07-23,104.76
120011,2022-07-30,103.69
120011,2022-08-06,106.65
120011,2022-08-13,107.6
120011,2022-08-20,109.72
120011,2022-08-27,108.58
120011,2022-09-03,108.52
120011,2022-09-10,111.26
120011,2022-09-17,110.12
120011,2022-09-24,108.47
120011,2022-10-01,107.4
120011,2022-10-08,109.12
120011,2022-10-15,108.3
120011,2022-10-22,108.38
120011,2022-10-29,110.79
120011,2022-11-05,112.52
120011,2022-11-12,111.71
120011,2022-11-19,112.6
120011,2022-11-26,113.79
120011,2022-12-03,116.11
120011,2022-12-10,116.8
120011,2022-12-17,116.13
120011,2022-12-24,114.46
120011,2022-12-31,115.45
120011,2023-01-07,117.14
120011,2023-01-14,117.58
120011,2023-01-21,120.53
120011,2023-01-28,123.03
120011,2023-02-04,125.04
120011,2023-02-11,125.03
120011,2023-02-18,123.68
120011,2023-02-25,125.38
120011,2023-03-04,126.82
120011,2023-03-11,127.83
120011,2023-03-18,128.37
120011,2023-03-25,128.32
120011,2023-04-01,128.43
120011,2023-04-08,126.92
120011,2023-04-15,129.71
120011,2023-04-22,130.36
120011,2023-04-29,130.65
120011,2023-05-06,128.96
120011,2023-05-13,130.59
120011,2023-05-20,131.68
120011,2023-05-27,129.85
120011,2023-06-03,132.52
120011,2023-06-10,130.58
120011,2023-06-17,133.22
120011,2023-06-24,132.2
120011,2023-07-01,134.97
120011,2023-07-08,133.17
120011,2023-07-15,133.4
120011,2023-07-22,135.42
120011,2023-07-29,137.74
120011,2023-08-05,136.94
120011,2023-08-12,135.11
120011,2023-08-19,133.4
120011,2023-08-26,134.0
120011,2023-09-02,132.26
120011,2023-09-09,133.37
120011,2023-09-16,132.55
120011,2023-09-23,131.42
120011,2023-09-30,132.02
120011,2023-10-07,130.39
120011,2023-10-14,132.07
120011,2023-10-21,131.15
120011,2023-10-28,132.04
120011,2023-11-04,133.62
120011,2023-11-11,132.5
120011,2023-11-18,134.93
120011,2023-11-25,137.26
120011,2023-12-02,135.33
120011,2023-12-09,134.97
120011,2023-12-16,133.94
120011,2023-12-23,132.89
120011,2023-12-30,134.6
120011,2024-01-06,134.89
120011,2024-01-13,136.78
120011,2024-01-20,135.83
120011,2024-01-27,134.27
120011,2024-02-03,134.67
120011,2024-02-10,135.61
120011,2024-02-17,135.52
120011,2024-02-24,135.94
120011,2024-03-02,138.54
120011,2024-03-09,140.5
120011,2024-03-16,140.96
120011,2024-03-23,141.62
120011,2024-03-30,141.1
120011,2024-04-06,141.73
120011,2024-04-13,142.02
120011,2024-04-20,144.38
120011,2024-04-27,143.29
120011,2024-05-04,141.5
120011,2024-05-11,142.26
120011,2024-05-18,144.62
120011,2024-05-25,144.64
120011,2024-06-01,147.51
120011,2024-06-08,146.05
120011,2024-06-15,144.43
120011,2024-06-22,144.3
120011,2024-06-29,147.28
120011,2024-07-06,149.2
120011,2024-07-13,151.87
120011,2024-07-20,153.44
120011,2024-07-27,154.61
120011,2024-08-03,153.0
120011,2024-08-10,155.0
120011,2024-08-17,157.7
120011,2024-08-24,156.0
120011,2024-08-31,156.33
120011,2024-09-07,156.51
120011,2024-09-14,157.33
120011,2024-09-21,157.87
120011,2024-09-28,160.36
120011,2024-10-05,162.01
120011,2024-10-12,163.53
120011,2024-10-19,164.14
120011,2024-10-26,162.23
120011,2024-11-02,165.22
120011,2024-11-09,164.85
120011,2024-11-16,164.49
120011,2024-11-23,164.09
120011,2024-11-30,162.55
120011,2024-12-07,161.74
120011,2024-12-14,159.94
120011,2024-12-21,161.93
120011,2024-12-28,160.0
120011,2025-01-04,159.44
120011,2025-01-11,157.79
120011,2025-01-18,159.65
120011,2025-01-25,159.25
120011,2025-02-01,162.13
120011,2025-02-08,160.29
120011,2025-02-15,158.46
120011,2025-02-22,159.8
120011,2025-03-01,159.59
120011,2025-03-08,160.02
120011,2025-03-15,161.43
120011,2025-03-22,163.98
120011,2025-03-29,162.41
120011,2025-04-05,163.73
120011,2025-04-12,166.54
120011,2025-04-19,168.77
120011,2025-04-26,167.29
120011,2025-05-03,165.95
120011,2025-05-10,165.36
120011,2025-05-17,166.33
120011,2025-05-24,168.58
120011,2025-05-31,169.4
120011,2025-06-07,170.62
120011,2025-06-14,170.69
120011,2025-06-21,170.44
120011,2025-06-28,172.73
120011,2025-07-05,174.98
120011,2025-07-12,173.25
120011,2025-07-19,173.96
120011,2025-07-26,173.65
120011,2025-08-02,176.54
120011,2025-08-09,176.92
120011,2025-08-16,178.97
120011,2025-08-23,178.94
120011,2025-08-30,177.99
120011,2025-09-06,178.53
120011,2025-09-13,179.5
120011,2025-09-20,182.03
120011,2025-09-27,183.74
120011,2025-10-04,181.85
120011,2025-10-11,183.43
120011,2025-10-18,186.43
120011,2025-10-25,185.55
120011,2025-11-01,187.06
120011,2025-11-08,189.59
120011,2025-11-15,191.63
120011,2025-11-22,189.86
120011,2025-11-29,191.28
120011,2025-12-06,192.84
120011,2025-12-13,194.1
120011,2025-12-20,195.83
120011,2025-12-27,198.41
120012,2022-01-01,100.02
120012,2022-01-08,100.06
120012,2022-01-15,100.19
120012,2022-01-22,100.89
120012,2022-01-29,99.18
120012,2022-02-05,100.54
120012,2022-02-12,100.08
120012,2022-02-19,103.0
120012,2022-02-26,105.12
120012,2022-03-05,105.6
120012,2022-03-12,107.45
120012,2022-03-19,110.39
120012,2022-03-26,111.01
120012,2022-04-02,110.19
120012,2022-04-09,109.79
120012,2022-04-16,109.94
120012,2022-04-23,108.6
120012,2022-04-30,109.16
120012,2022-05-07,110.27
120012,2022-05-14,112.99
120012,2022-05-21,112.7
120012,2022-05-28,111.11
120012,2022-06-04,110.44
120012,2022-06-11,113.08
120012,2022-06-18,114.34
120012,2022-06-25,112.71
120012,2022-07-02,113.96
120012,2022-07-09,112.68
120012,2022-07-16,113.83
120012,2022-07-23,115.7
120012,2022-07-30,117.88
120012,2022-08-06,117.57
120012,2022-08-13,117.8
120012,2022-08-20,115.88
120012,2022-08-27,118.23
120012,2022-09-03,118.71
120012,2022-09-10,120.41
120012,2022-09-17,122.52
120012,2022-09-24,124.05
120012,2022-10-01,123.34
120012,2022-10-08,124.9
120012,2022-10-15,127.59
120012,2022-10-22,126.04
120012,2022-10-29,127.73
120012,2022-11-05,129.1
120012,2022-11-12,127.17
120012,2022-11-19,128.06
120012,2022-11-26,126.25
120012,2022-12-03,126.66
120012,2022-12-10,125.99
120012,2022-12-17,125.2
120012,2022-12-24,126.34
120012,2022-12-31,127.82
120012,2023-01-07,129.83
120012,2023-01-14,130.42
120012,2023-01-21,130.12
120012,2023-01-28,130.45
120012,2023-02-04,131.76
120012,2023-02-11,131.24
120012,2023-02-18,131.22
120012,2023-02-25,132.51
120012,2023-03-04,131.0
120012,2023-03-11,132.94
120012,2023-03-18,133.85
120012,2023-03-25,134.61
120012,2023-04-01,135.81
120012,2023-04-08,137.87
120012,2023-04-15,135.9
120012,2023-04-22,134.77
120012,2023-04-29,134.81
120012,2023-05-06,135.22
120012,2023-05-13,136.21
120012,2023-05-20,134.38
120012,2023-05-27,134.64
120012,2023-06-03,133.66
120012,2023-06-10,134.14
120012,2023-06-17,136.28
120012,2023-06-24,138.37
120012,2023-07-01,137.38
120012,2023-07-08,139.12
120012,2023-07-15,141.19
120012,2023-07-22,142.97
120012,2023-07-29,141.12
120012,2023-08-05,141.64
120012,2023-08-12,141.75
120012,2023-08-19,144.49
120012,2023-08-26,147.33
120012,2023-09-02,149.41
120012,2023-09-09,149.26
120012,2023-09-16,150.91
120012,2023-09-23,152.87
120012,2023-09-30,154.79
120012,2023-10-07,153.04
120012,2023-10-14,154.61
120012,2023-10-21,156.13
120012,2023-10-28,155.44
120012,2023-11-04,157.6
120012,2023-11-11,160.19
120012,2023-11-18,159.35
120012,2023-11-25,161.2
120012,2023-12-02,162.3
120012,2023-12-09,163.39
120012,2023-12-16,165.32
120012,2023-12-23,163.33
120012,2023-12-30,162.92
120012,2024-01-06,164.19
120012,2024-01-13,164.32
120012,2024-01-20,162.73
120012,2024-01-27,165.53
120012,2024-02-03,164.02
120012,2024-02-10,166.22
120012,2024-02-17,166.32
120012,2024-02-24,169.11
120012,2024-03-02,169.62
120012,2024-03-09,169.01
120012,2024-03-16,171.45
120012,2024-03-23,169.57
120012,2024-03-30,168.67
120012,2024-04-06,167.23
120012,2024-04-13,166.19
120012,2024-04-20,165.43
120012,2024-04-27,166.52
120012,2024-05-04,165.99
120012,2024-05-11,164.17
120012,2024-05-18,165.23
120012,2024-05-25,164.69
120012,2024-06-01,167.05
120012,2024-06-08,169.15
120012,2024-06-15,169.86
120012,2024-06-22,168.35
120012,2024-06-29,170.76
120012,2024-07-06,169.85
120012,2024-07-13,172.32
120012,2024-07-20,175.25
120012,2024-07-27,176.74
120012,2024-08-03,178.11
120012,2024-08-10,176.13
120012,2024-08-17,178.63
120012,2024-08-24,180.14
120012,2024-08-31,179.38
120012,2024-09-07,180.77
120012,2024-09-14,180.32
120012,2024-09-21,179.03
120012,2024-09-28,178.69
120012,2024-10-05,179.76
120012,2024-10-12,182.03
120012,2024-10-19,182.19
120012,2024-10-26,182.65
120012,2024-11-02,182.26
120012,2024-11-09,184.41
120012,2024-11-16,184.03
120012,2024-11-23,184.26
120012,2024-11-30,183.29
120012,2024-12-07,185.62
120012,2024-12-14,186.61
120012,2024-12-21,188.92
120012,2024-12-28,191.42
120012,2025-01-04,191.76
120012,2025-01-11,191.46
120012,2025-01-18,189.97
120012,2025-01-25,190.74
120012,2025-02-01,188.8
120012,2025-02-08,189.87
120012,2025-02-15,191.91
120012,2025-02-22,191.09
120012,2025-03-01,189.3
120012,2025-03-08,191.65
120012,2025-03-15,194.06
120012,2025-03-22,195.19
120012,2025-03-29,197.73
120012,2025-04-05,197.58
120012,2025-04-12,200.49
120012,2025-04-19,202.65
120012,2025-04-26,202.65
120012,2025-05-03,205.21
120012,2025-05-10,203.97
120012,2025-05-17,206.92
120012,2025-05-24,208.28
120012,2025-05-31,209.02
120012,2025-06-07,207.51
120012,2025-06-14,207.51
120012,2025-06-21,207.4
120012,2025-06-28,209.95
120012,2025-07-05,212.22
120012,2025-07-12,212.19
120012,2025-07-19,214.58
120012,2025-07-26,216.39
120012,2025-08-02,218.18
120012,2025-08-09,217.23
120012,2025-08-16,217.93
120012,2025-08-23,218.33
120012,2025-08-30,218.48
120012,2025-09-06,218.07
120012,2025-09-13,219.0
120012,2025-09-20,217.18
120012,2025-09-27,218.56
120012,2025-10-04,217.4
120012,2025-10-11,218.09
120012,2025-10-18,216.99
120012,2025-10-25,216.57
120012,2025-11-01,218.95
120012,2025-11-08,219.15
120012,2025-11-15,220.09
120012,2025-11-22,221.74
120012,2025-11-29,220.87
120012,2025-12-06,222.49
120012,2025-12-13,224.64
120012,2025-12-20,223.15
120012,2025-12-27,221.78
120013,2022-01-01,100.82
120013,2022-01-08,102.83
120013,2022-01-15,103.98
120013,2022-01-22,103.66
120013,2022-01-29,102.78
120013,2022-02-05,103.0
120013,2022-02-12,101.94
120013,2022-02-19,101.95
120013,2022-02-26,103.19
120013,2022-03-05,102.38
120013,2022-03-12,102.98
120013,2022-03-19,102.14
120013,2022-03-26,103.17
120013,2022-04-02,102.68
120013,2022-04-09,101.75
120013,2022-04-16,104.35
120013,2022-04-23,106.48
120013,2022-04-30,105.33
120013,2022-05-07,104.53
120013,2022-05-14,102.63
120013,2022-05-21,103.6
120013,2022-05-28,104.41
120013,2022-06-04,104.03
120013,2022-06-11,105.63
120013,2022-06-18,107.64
120013,2022-06-25,109.44
120013,2022-07-02,108.57
120013,2022-07-09,109.33
120013,2022-07-16,110.1
120013,2022-07-23,109.53
120013,2022-07-30,108.51
120013,2022-08-06,106.81
120013,2022-08-13,105.22
120013,2022-08-20,106.34
120013,2022-08-27,107.8
120013,2022-09-03,107.53
120013,2022-09-10,108.64
120013,2022-09-17,107.77
120013,2022-09-24,110.35
120013,2022-10-01,112.92
120013,2022-10-08,114.34
120013,2022-10-15,117.34
120013,2022-10-22,118.76
120013,2022-10-29,118.8
120013,2022-11-05,121.34
120013,2022-11-12,120.93
120013,2022-11-19,121.43
120013,2022-11-26,122.5
120013,2022-12-03,122.82
120013,2022-12-10,121.95
120013,2022-12-17,121.59
120013,2022-12-24,122.46
120013,2022-12-31,122.75
120013,2023-01-07,124.63
120013,2023-01-14,122.99
120013,2023-01-21,125.45
120013,2023-01-28,128.09
120013,2023-02-04,126.91
120013,2023-02-11,128.84
120013,2023-02-18,130.34
120013,2023-02-25,132.47
120013,2023-03-04,130.52
120013,2023-03-11,132.32
120013,2023-03-18,131.86
120013,2023-03-25,130.48
120013,2023-04-01,129.17
120013,2023-04-08,129.53
120013,2023-04-15,131.32
120013,2023-04-22,129.82
120013,2023-04-29,132.54
120013,2023-05-06,130.74
120013,2023-05-13,129.49
120013,2023-05-20,130.13
120013,2023-05-27,129.61
120013,2023-06-03,129.23
120013,2023-06-10,131.88
120013,2023-06-17,133.38
120013,2023-06-24,131.89
120013,2023-07-01,131.51
120013,2023-07-08,133.32
120013,2023-07-15,134.94
120013,2023-07-22,135.62
120013,2023-07-29,137.25
120013,2023-08-05,135.6
120013,2023-08-12,135.67
120013,2023-08-19,135.69
120013,2023-08-26,135.13
120013,2023-09-02,135.11
120013,2023-09-09,134.01
120013,2023-09-16,132.66
120013,2023-09-23,133.7
120013,2023-09-30,132.9
120013,2023-10-07,131.55
120013,2023-10-14,132.04
120013,2023-10-21,134.02
120013,2023-10-28,132.07
120013,2023-11-04,133.46
120013,2023-11-11,135.0
120013,2023-11-18,134.8
120013,2023-11-25,135.46
120013,2023-12-02,134.89
120013,2023-12-09,136.32
120013,2023-12-16,139.31
120013,2023-12-23,137.91
120013,2023-12-30,137.63
120013,2024-01-06,139.58
120013,2024-01-13,139.27
120013,2024-01-20,138.58
120013,2024-01-27,137.29
120013,2024-02-03,136.71
120013,2024-02-10,137.94
120013,2024-02-17,140.27
120013,2024-02-24,141.16
120013,2024-03-02,140.73
120013,2024-03-09,142.56
120013,2024-03-16,143.18
120013,2024-03-23,143.15
120013,2024-03-30,143.16
120013,2024-04-06,142.99
120013,2024-04-13,143.11
120013,2024-04-20,143.72
120013,2024-04-27,141.74
120013,2024-05-04,143.14
120013,2024-05-11,144.5
120013,2024-05-18,146.7
120013,2024-05-25,149.58
120013,2024-06-01,151.01
120013,2024-06-08,153.69
120013,2024-06-15,154.8
120013,2024-06-22,152.96
120013,2024-06-29,155.11
120013,2024-07-06,155.18
120013,2024-07-13,157.71
120013,2024-07-20,160.39
120013,2024-07-27,163.11
120013,2024-08-03,162.52
120013,2024-08-10,160.69
120013,2024-08-17,163.08
120013,2024-08-24,162.2
120013,2024-08-31,161.83
120013,2024-09-07,162.76
120013,2024-09-14,161.34
120013,2024-09-21,163.58
120013,2024-09-28,166.0
120013,2024-10-05,165.99
120013,2024-10-12,168.59
120013,2024-10-19,167.84
120013,2024-10-26,169.79
120013,2024-11-02,168.5
120013,2024-11-09,167.03
120013,2024-11-16,166.4
120013,2024-11-23,168.37
120013,2024-11-30,166.47
120013,2024-12-07,165.59
120013,2024-12-14,165.96
120013,2024-12-21,167.09
120013,2024-12-28,169.18
120013,2025-01-04,171.23
120013,2025-01-11,171.19
120013,2025-01-18,171.2
120013,2025-01-25,170.41
120013,2025-02-01,170.96
120013,2025-02-08,169.01
120013,2025-02-15,168.93
120013,2025-02-22,169.94
120013,2025-03-01,169.84
120013,2025-03-08,168.58
120013,2025-03-15,170.92
120013,2025-03-22,171.71
120013,2025-03-29,171.97
120013,2025-04-05,174.8
120013,2025-04-12,177.04
120013,2025-04-19,175.13
120013,2025-04-26,175.5
120013,2025-05-03,173.8
120013,2025-05-10,174.75
120013,2025-05-17,177.65
120013,2025-05-24,176.05
120013,2025-05-31,178.31
120013,2025-06-07,177.41
120013,2025-06-14,176.55
120013,2025-06-21,176.09
120013,2025-06-28,177.45
120013,2025-07-05,178.98
120013,2025-07-12,181.21
120013,2025-07-19,183.87
120013,2025-07-26,185.3
120013,2025-08-02,184.99
120013,2025-08-09,184.28
120013,2025-08-16,187.14
120013,2025-08-23,188.82
120013,2025-08-30,190.81
120013,2025-09-06,193.57
120013,2025-09-13,191.83
120013,2025-09-20,192.54
120013,2025-09-27,190.72
120013,2025-10-04,191.11
120013,2025-10-11,189.14
120013,2025-10-18,190.7
120013,2025-10-25,191.12
120013,2025-11-01,192.36
120013,2025-11-08,194.4
120013,2025-11-15,193.68
120013,2025-11-22,193.61
120013,2025-11-29,194.5
120013,2025-12-06,192.65
120013,2025-12-13,191.58
120013,2025-12-20,192.03
120013,2025-12-27,192.42
120014,2022-01-01,99.1
120014,2022-01-08,101.27
120014,2022-01-15,100.61
120014,2022-01-22,101.91
120014,2022-01-29,102.96
120014,2022-02-05,104.3
120014,2022-02-12,105.08
120014,2022-02-19,104.96
120014,2022-02-26,107.74
120014,2022-03-05,109.78
120014,2022-03-12,109.37
120014,2022-03-19,109.76
120014,2022-03-26,110.74
120014,2022-04-02,110.79
120014,2022-04-09,112.84
120014,2022-04-16,111.32
120014,2022-04-23,111.84
120014,2022-04-30,110.84
120014,2022-05-07,110.7
120014,2022-05-14,109.87
120014,2022-05-21,111.72
120014,2022-05-28,113.11
120014,2022-06-04,115.49
120014,2022-06-11,116.91
120014,2022-06-18,115.47
120014,2022-06-25,115.48
120014,2022-07-02,114.07
120014,2022-07-09,114.53
120014,2022-07-16,116.68
120014,2022-07-23,118.92
120014,2022-07-30,118.68
120014,2022-08-06,119.97
120014,2022-08-13,118.2
120014,2022-08-20,116.24
120014,2022-08-27,115.33
120014,2022-09-03,116.25
120014,2022-09-10,114.72
120014,2022-09-17,117.42
120014,2022-09-24,116.27
120014,2022-10-01,118.53
120014,2022-10-08,119.95
120014,2022-10-15,118.05
120014,2022-10-22,120.41
120014,2022-10-29,121.22
120014,2022-11-05,123.27
120014,2022-11-12,124.15
120014,2022-11-19,123.25
120014,2022-11-26,122.16
120014,2022-12-03,122.43
120014,2022-12-10,124.64
120014,2022-12-17,123.9
120014,2022-12-24,126.2
120014,2022-12-31,128.04
120014,2023-01-07,127.67
120014,2023-01-14,128.37
120014,2023-01-21,131.16
120014,2023-01-28,130.04
120014,2023-02-04,132.06
120014,2023-02-11,132.3
120014,2023-02-18,132.49
120014,2023-02-25,131.22
120014,2023-03-04,132.97
120014,2023-03-11,131.24
120014,2023-03-18,130.79
120014,2023-03-25,132.95
120014,2023-04-01,132.27
120014,2023-04-08,132.64
120014,2023-04-15,134.25
120014,2023-04-22,133.1
120014,2023-04-29,134.86
120014,2023-05-06,133.23
120014,2023-05-13,134.82
120014,2023-05-20,133.46
120014,2023-05-27,132.9
120014,2023-06-03,135.5
120014,2023-06-10,133.51
120014,2023-06-17,135.42
120014,2023-06-24,134.16
120014,2023-07-01,135.58
120014,2023-07-08,136.16
120014,2023-07-15,134.84
120014,2023-07-22,133.71
120014,2023-07-29,136.09
120014,2023-08-05,137.2
120014,2023-08-12,139.32
120014,2023-08-19,137.65
120014,2023-08-26,136.37
120014,2023-09-02,137.55
120014,2023-09-09,138.05
120014,2023-09-16,138.87
120014,2023-09-23,141.28
120014,2023-09-30,139.83
120014,2023-10-07,137.84
120014,2023-10-14,137.99
120014,2023-10-21,140.05
120014,2023-10-28,139.13
120014,2023-11-04,140.35
120014,2023-11-11,139.15
120014,2023-11-18,138.6
120014,2023-11-25,137.36
120014,2023-12-02,136.48
120014,2023-12-09,139.39
120014,2023-12-16,142.0
120014,2023-12-23,142.55
120014,2023-12-30,141.14
120014,2024-01-06,141.08
120014,2024-01-13,141.96
120014,2024-01-20,142.61
120014,2024-01-27,142.31
120014,2024-02-03,143.99
120014,2024-02-10,142.09
120014,2024-02-17,142.28
120014,2024-02-24,143.09
120014,2024-03-02,141.17
120014,2024-03-09,139.76
120014,2024-03-16,142.23
120014,2024-03-23,142.51
120014,2024-03-30,143.46
120014,2024-04-06,142.12
120014,2024-04-13,142.93
120014,2024-04-20,140.98
120014,2024-04-27,143.19
120014,2024-05-04,144.97
120014,2024-05-11,144.32
120014,2024-05-18,146.73
120014,2024-05-25,149.25
120014,2024-06-01,149.11
120014,2024-06-08,147.13
120014,2024-06-15,146.54
120014,2024-06-22,149.28
120014,2024-06-29,147.39
120014,2024-07-06,145.8
120014,2024-07-13,146.03
120014,2024-07-20,144.85
120014,2024-07-27,144.46
120014,2024-08-03,147.27
120014,2024-08-10,149.03
120014,2024-08-17,148.65
120014,2024-08-24,146.9
120014,2024-08-31,147.47
120014,2024-09-07,147.89
120014,2024-09-14,149.78
120014,2024-09-21,152.33
120014,2024-09-28,151.6
120014,2024-10-05,153.51
120014,2024-10-12,152.3
120014,2024-10-19,152.08
120014,2024-10-26,150.6
120014,2024-11-02,152.49
120014,2024-11-09,150.74
120014,2024-11-16,150.48
120014,2024-11-23,148.98
120014,2024-11-30,150.3
120014,2024-12-07,152.63
120014,2024-12-14,151.93
120014,2024-12-21,152.74
120014,2024-12-28,155.43
120014,2025-01-04,154.46
120014,2025-01-11,157.4
120014,2025-01-18,158.57
120014,2025-01-25,159.12
120014,2025-02-01,157.56
120014,2025-02-08,157.97
120014,2025-02-15,159.32
120014,2025-02-22,160.23
120014,2025-03-01,158.89
120014,2025-03-08,161.53
120014,2025-03-15,162.39
120014,2025-03-22,162.41
120014,2025-03-29,161.3
120014,2025-04-05,159.9
120014,2025-04-12,160.38
120014,2025-04-19,162.04
120014,2025-04-26,162.91
120014,2025-05-03,162.12
120014,2025-05-10,164.58
120014,2025-05-17,163.64
120014,2025-05-24,163.15
120014,2025-05-31,165.51
120014,2025-06-07,166.48
120014,2025-06-14,167.41
120014,2025-06-21,167.92
120014,2025-06-28,170.75
120014,2025-07-05,171.32
120014,2025-07-12,171.09
120014,2025-07-19,173.56
120014,2025-07-26,175.46
120014,2025-08-02,177.62
120014,2025-08-09,176.57
120014,2025-08-16,177.77
120014,2025-08-23,176.51
120014,2025-08-30,177.22
120014,2025-09-06,178.14
120014,2025-09-13,179.42
120014,2025-09-20,181.52
120014,2025-09-27,182.92
120014,2025-10-04,181.45
120014,2025-10-11,180.11
120014,2025-10-18,180.73
120014,2025-10-25,182.99
120014,2025-11-01,185.09
120014,2025-11-08,187.98
120014,2025-11-15,189.87
120014,2025-11-22,192.14
120014,2025-11-29,193.9
120014,2025-12-06,194.4
120014,2025-12-13,193.58
120014,2025-12-20,193.51
120014,2025-12-27,194.48
120015,2022-01-01,100.36
120015,2022-01-08,98.87
