transaction_id,amfi_code,transaction_date,transaction_type,amount,state,kyc_status,age_group,gender,city_tier
2082,120034,2025-02-26,Lumpsum,317393.41,Tamil Nadu,Rejected,18-25,Female,T30
2083,120026,2022-07-05,Redemption,149006.16,Kerala,Rejected,36-45,Female,B30
2084,120006,2022-12-30,Redemption,475040.94,Gujarat,Verified,26-35,Male,B30
2085,120004,2023-12-07,SIP,80242.69,Karnataka,Verified,60+,Male,B30
2086,120007,2023-03-23,Lumpsum,219175.62,Maharashtra,Pending,46-60,Male,B30
2087,120004,2023-11-08,Lumpsum,423780.78,Maharashtra,Pending,18-25,Male,B30
2088,120008,2024-11-29,Lumpsum,172397.39,Karnataka,Verified,26-35,Female,T30
2089,120013,2022-08-14,SIP,202883.08,Maharashtra,Verified,26-35,Female,T30
2090,120029,2025-04-06,Lumpsum,288894.63,Kerala,Rejected,60+,Male,T30
2091,120030,2025-05-16,Lumpsum,491763.22,Gujarat,Pending,60+,Female,T30
2092,120017,2023-05-29,Lumpsum,34230.93,Tamil Nadu,Rejected,26-35,Female,T30
2093,120022,2022-07-13,Redemption,365472.42,Tamil Nadu,Verified,60+,Female,B30
2094,120019,2025-01-09,Lumpsum,463493.75,West Bengal,Pending,36-45,Female,B30
2095,120033,2024-01-14,SIP,227431.69,Telangana,Rejected,46-60,Male,T30
2096,120011,2022-12-21,SIP,444458.76,Telangana,Pending,60+,Female,B30
2097,120026,2024-05-04,Lumpsum,305946.86,Karnataka,Verified,60+,Female,T30
2098,120000,2025-06-06,Lumpsum,14913.93,Maharashtra,Rejected,36-45,Male,B30
2099,120009,2022-06-10,Redemption,22439.0,Tamil Nadu,Pending,26-35,Female,B30
2100,120016,2025-01-17,SIP,102341.19,West Bengal,Rejected,60+,Male,T30
2101,120020,2024-02-11,SIP,42283.28,Gujarat,Rejected,36-45,Male,T30
2102,120018,2024-06-28,Redemption,413002.32,Maharashtra,Verified,60+,Female,T30
2103,120028,2024-04-09,Lumpsum,62420.89,West Bengal,Rejected,60+,Female,T30
2104,120026,2025-02-16,Redemption,498142.94,West Bengal,Pending,36-45,Male,B30
2105,120030,2025-11-15,Lumpsum,279052.78,Gujarat,Pending,36-45,Female,B30
2106,120028,2025-02-13,Lumpsum,165018.0,Delhi,Pending,18-25,Male,B30
2107,120006,2022-08-21,SIP,207507.25,Kerala,Pending,26-35,Female,T30
2108,120017,2023-05-25,Redemption,8897.66,Karnataka,Verified,18-25,Female,T30
2109,120039,2024-09-22,Lumpsum,249272.85,Kerala,Rejected,26-35,Female,B30
2110,120000,2025-12-15,Lumpsum,237278.66,Delhi,Pending,46-60,Male,T30
2111,120038,2024-01-11,Redemption,24577.96,Gujarat,Rejected,36-45,Female,T30
2112,120018,2024-11-22,Redemption,207175.45,Delhi,Verified,46-60,Male,B30
2113,120032,2023-09-05,Redemption,371312.31,Maharashtra,Verified,36-45,Female,B30
2114,120017,2023-12-17,Lumpsum,481909.64,Gujarat,Rejected,60+,Female,T30
2115,120024,2024-01-22,Redemption,328644.13,Tamil Nadu,Rejected,18-25,Female,T30
2116,120009,2024-01-02,SIP,399780.71,Delhi,Rejected,60+,Female,T30
2117,120015,2025-03-20,Lumpsum,251181.7,West Bengal,Rejected,26-35,Male,B30
2118,120004,2024-07-20,Redemption,425289.99,Gujarat,Rejected,18-25,Female,T30
2119,120028,2025-10-01,SIP,122198.37,Gujarat,Pending,26-35,Male,T30
2120,120008,2024-09-28,Lumpsum,309109.66,Kerala,Pending,18-25,Male,T30
2121,120003,2022-04-05,SIP,419704.18,Gujarat,Pending,26-35,Female,B30
2122,120012,2023-08-05,Redemption,51526.14,Maharashtra,Rejected,60+,Male,T30
2123,120003,2022-11-28,Lumpsum,142558.07,Kerala,Pending,36-45,Male,B30
2124,120022,2025-01-23,Lumpsum,319533.86,Delhi,Pending,18-25,Male,T30
2125,120008,2024-10-23,Lumpsum,271684.79,Kerala,Verified,60+,Male,B30
2126,120006,2024-08-20,Redemption,74282.57,Maharashtra,Rejected,26-35,Female,B30
2127,120018,2023-09-14,Redemption,384481.16,Gujarat,Rejected,26-35,Male,T30
2128,120005,2023-08-16,Lumpsum,289798.36,Telangana,Verified,18-25,Male,B30
2129,120037,2023-09-25,Lumpsum,464782.94,Kerala,Verified,60+,Male,T30
2130,120002,2025-03-26,SIP,238769.38,Gujarat,Rejected,46-60,Male,T30
2131,120011,2022-11-01,SIP,366265.06,Gujarat,Verified,60+,Male,B30
2132,120030,2022-05-15,Lumpsum,435405.46,Maharashtra,Rejected,18-25,Male,B30
2133,120018,2024-03-21,Lumpsum,21087.36,Telangana,Verified,26-35,Male,T30
2134,120033,2022-04-04,Redemption,388445.09,Kerala,Rejected,36-45,Male,B30
2135,120032,2025-08-16,SIP,318463.47,Gujarat,Verified,46-60,Female,T30
2136,120036,2024-05-07,Lumpsum,343019.45,Delhi,Verified,60+,Male,T30
2137,120005,2022-03-30,Lumpsum,76277.31,Maharashtra,Rejected,26-35,Male,T30
2138,120014,2025-11-20,Redemption,417668.71,Tamil Nadu,Pending,36-45,Female,B30
2139,120005,2023-12-08,Redemption,192121.31,West Bengal,Pending,46-60,Female,B30
2140,120030,2023-01-17,Lumpsum,252281.58,Gujarat,Verified,46-60,Female,T30
2141,120012,2022-12-11,Redemption,82553.38,Delhi,Pending,18-25,Male,B30
2142,120004,2023-02-02,Redemption,258680.65,Gujarat,Pending,46-60,Female,T30
2143,120038,2025-07-27,Lumpsum,98439.5,Delhi,Verified,36-45,Male,T30
2144,120033,2025-01-03,Lumpsum,231842.54,Delhi,Rejected,36-45,Female,B30
2145,120014,2022-01-05,Redemption,437330.39,Gujarat,Pending,18-25,Male,T30
2146,120005,2024-12-14,SIP,242202.84,Tamil Nadu,Rejected,36-45,Male,B30
2147,120032,2022-05-24,SIP,116018.22,Telangana,Rejected,36-45,Male,B30
2148,120028,2024-05-04,Redemption,125516.23,Karnataka,Rejected,18-25,Female,T30
2149,120005,2025-11-05,Lumpsum,346297.4,Kerala,Pending,46-60,Female,B30
2150,120005,2024-07-11,Redemption,325358.11,Maharashtra,Pending,36-45,Male,T30
2151,120025,2023-10-11,SIP,367970.49,Tamil Nadu,Rejected,26-35,Male,B30
2152,120036,2023-01-20,Redemption,1143.25,Tamil Nadu,Verified,60+,Female,T30
2153,120025,2023-10-28,Lumpsum,140122.49,West Bengal,Verified,26-35,Male,B30
2154,120014,2022-07-24,SIP,470353.63,Telangana,Rejected,46-60,Female,B30
2155,120005,2025-08-18,SIP,58511.99,Gujarat,Rejected,60+,Female,B30
2156,120019,2022-06-07,Redemption,397831.51,Delhi,Pending,26-35,Female,T30
2157,120021,2024-11-05,Redemption,325799.1,West Bengal,Rejected,26-35,Male,B30
2158,120027,2024-02-17,SIP,432389.43,Maharashtra,Rejected,46-60,Male,B30
2159,120019,2022-10-15,Redemption,283564.38,Telangana,Verified,26-35,Male,B30
2160,120012,2024-01-26,Redemption,482204.8,Kerala,Rejected,26-35,Female,T30
2161,120011,2024-08-15,Lumpsum,127918.93,Telangana,Verified,18-25,Female,B30
2162,120016,2022-05-12,Redemption,82544.68,Telangana,Pending,60+,Female,B30
2163,120007,2025-09-20,Lumpsum,484123.5,Kerala,Verified,18-25,Male,B30
2164,120001,2023-01-24,SIP,65101.11,Tamil Nadu,Pending,46-60,Male,B30
2165,120020,2022-07-01,SIP,418388.62,Telangana,Rejected,60+,Female,B30
2166,120009,2025-05-11,SIP,374929.94,West Bengal,Rejected,46-60,Female,B30
2167,120026,2024-01-10,Lumpsum,328110.05,Karnataka,Rejected,18-25,Female,B30
2168,120013,2025-12-30,Lumpsum,116204.6,Kerala,Pending,18-25,Female,T30
2169,120015,2022-06-28,Lumpsum,436230.1,Delhi,Rejected,26-35,Male,T30
2170,120004,2024-10-24,SIP,10741.56,Maharashtra,Verified,60+,Female,T30
2171,120027,2025-05-10,Lumpsum,283569.71,Telangana,Verified,36-45,Male,T30
2172,120010,2024-09-03,Redemption,188030.78,Tamil Nadu,Verified,36-45,Female,T30
2173,120033,2022-08-01,Redemption,148509.67,Tamil Nadu,Verified,18-25,Male,B30
2174,120015,2025-01-31,SIP,163399.66,Maharashtra,Pending,18-25,Female,B30
2175,120011,2023-01-01,SIP,191643.52,Karnataka,Pending,46-60,Male,B30
2176,120035,2023-05-03,SIP,296416.79,Telangana,Pending,18-25,Male,B30
2177,120025,2024-01-06,SIP,186980.84,West Bengal,Rejected,18-25,Female,B30
2178,120029,2025-06-25,Lumpsum,169026.49,Delhi,Rejected,60+,Female,T30
2179,120027,2022-10-03,Lumpsum,45516.98,Delhi,Verified,18-25,Male,T30
2180,120022,2025-06-15,Redemption,407838.34,Tamil Nadu,Pending,36-45,Male,B30
2181,120039,2025-06-05,SIP,184153.32,Telangana,Rejected,36-45,Female,T30
2182,120011,2025-10-02,Lumpsum,434335.86,Kerala,Rejected,36-45,Female,T30
2183,120015,2025-07-27,Redemption,256297.0,Tamil Nadu,Pending,36-45,Male,T30
2184,120004,2022-03-29,SIP,450185.22,West Bengal,Rejected,36-45,Male,B30
2185,120032,2023-05-14,Redemption,435485.68,Gujarat,Pending,60+,Male,T30
2186,120016,2022-07-30,Lumpsum,227528.25,Karnataka,Pending,60+,Male,T30
2187,120012,2024-11-06,Redemption,186100.69,Tamil Nadu,Pending,60+,Female,T30
2188,120028,2022-10-27,Lumpsum,267642.82,Maharashtra,Verified,26-35,Female,B30
2189,120021,2023-12-29,Redemption,169643.69,Kerala,Pending,26-35,Female,B30
2190,120017,2022-04-23,Lumpsum,282626.64,Kerala,Pending,60+,Female,B30
2191,120006,2025-04-23,Redemption,58716.66,Gujarat,Rejected,60+,Female,B30
2192,120004,2023-11-25,SIP,439774.04,Maharashtra,Rejected,46-60,Female,T30
2193,120015,2023-05-19,SIP,302432.67,Delhi,Verified,60+,Male,T30
2194,120018,2024-06-25,Lumpsum,134521.9,Delhi,Verified,26-35,Male,B30
2195,120023,2023-07-25,SIP,255916.13,Karnataka,Rejected,60+,Male,T30
2196,120037,2023-10-29,Lumpsum,138480.29,Gujarat,Pending,36-45,Female,T30
2197,120017,2024-06-03,Redemption,67209.73,Maharashtra,Pending,26-35,Female,B30
2198,120018,2024-04-19,SIP,12073.47,Telangana,Rejected,46-60,Male,B30
2199,120015,2024-01-07,SIP,204403.48,Karnataka,Verified,18-25,Female,T30
2200,120005,2023-08-15,SIP,282210.32,West Bengal,Rejected,46-60,Male,B30
2201,120016,2025-06-28,SIP,182599.69,Karnataka,Pending,26-35,Male,B30
2202,120026,2022-01-19,Lumpsum,124147.69,Maharashtra,Rejected,60+,Male,B30
2203,120002,2023-03-02,Lumpsum,465747.98,Karnataka,Rejected,26-35,Female,T30
2204,120021,2022-01-01,Redemption,442073.5,Karnataka,Verified,36-45,Female,T30
2205,120039,2023-03-16,Redemption,14300.41,West Bengal,Verified,36-45,Male,T30
2206,120011,2022-06-29,Redemption,167457.4,Tamil Nadu,Pending,46-60,Female,T30
2207,120016,2023-01-31,Lumpsum,100974.09,Gujarat,Pending,36-45,Female,T30
2208,120002,2024-01-02,SIP,75103.84,Gujarat,Rejected,18-25,Male,T30
2209,120004,2023-09-25,SIP,31048.12,Gujarat,Rejected,60+,Female,T30
2210,120038,2023-09-21,SIP,333872.29,West Bengal,Verified,60+,Female,T30
2211,120038,2022-03-20,SIP,477694.53,Maharashtra,Verified,26-35,Female,B30
2212,120013,2023-11-01,Redemption,53997.19,Maharashtra,Pending,26-35,Female,B30
2213,120006,2025-03-26,SIP,278174.32,Telangana,Rejected,36-45,Female,T30
2214,120006,2024-02-13,Lumpsum,286674.02,Karnataka,Pending,60+,Male,T30
2215,120024,2025-12-08,SIP,364584.45,Kerala,Pending,46-60,Male,B30
2216,120021,2023-09-26,Lumpsum,219606.47,Tamil Nadu,Verified,46-60,Female,B30
2217,120010,2024-05-20,SIP,313105.12,Maharashtra,Pending,18-25,Male,B30
2218,120021,2025-07-27,Lumpsum,408535.78,Maharashtra,Pending,18-25,Female,T30
2219,120033,2023-07-19,Lumpsum,201764.34,Gujarat,Pending,36-45,Male,B30
2220,120010,2023-12-10,SIP,421078.31,West Bengal,Rejected,18-25,Female,T30
2221,120031,2022-11-26,Redemption,475854.24,Gujarat,Pending,18-25,Female,B30
2222,120029,2022-04-06,SIP,244032.34,Gujarat,Rejected,36-45,Male,T30
2223,120026,2025-08-25,Lumpsum,158298.37,Karnataka,Verified,46-60,Male,T30
2224,120012,2023-07-19,Redemption,80942.35,Delhi,Rejected,36-45,Male,T30
2225,120031,2025-06-24,Lumpsum,107666.7,Karnataka,Verified,60+,Female,B30
2226,120021,2024-11-08,Lumpsum,259130.8,Tamil Nadu,Rejected,60+,Female,B30
2227,120003,2024-09-21,Redemption,451341.81,Telangana,Rejected,60+,Male,T30
2228,120021,2025-02-24,SIP,207605.2,Delhi,Pending,60+,Female,B30
2229,120000,2025-11-19,Lumpsum,400306.7,Gujarat,Verified,26-35,Female,B30
2230,120038,2023-11-08,Lumpsum,388816.48,Karnataka,Verified,18-25,Male,B30
2231,120002,2022-04-28,Lumpsum,37011.28,Karnataka,Verified,18-25,Male,T30
2232,120028,2022-08-03,Lumpsum,244818.58,Gujarat,Rejected,60+,Female,B30
2233,120013,2024-05-25,Lumpsum,260299.14,Telangana,Pending,36-45,Female,B30
2234,120027,2024-01-29,SIP,279516.37,Kerala,Verified,18-25,Male,T30
2235,120012,2025-08-30,Lumpsum,254457.65,Delhi,Pending,18-25,Female,T30
2236,120020,2024-06-26,SIP,10389.99,Karnataka,Rejected,18-25,Male,T30
2237,120021,2024-10-12,SIP,177023.19,Kerala,Pending,36-45,Male,T30
2238,120019,2025-03-18,SIP,152564.54,Tamil Nadu,Verified,60+,Female,B30
2239,120024,2022-10-27,SIP,355372.42,Delhi,Pending,46-60,Female,B30
2240,120024,2023-06-25,Lumpsum,187535.96,Kerala,Verified,36-45,Male,B30
2241,120013,2022-01-06,Redemption,135969.43,Tamil Nadu,Pending,36-45,Male,T30
2242,120028,2025-12-10,SIP,153176.49,Delhi,Rejected,18-25,Female,B30
2243,120030,2022-02-05,SIP,274449.54,Maharashtra,Verified,26-35,Female,B30
2244,120018,2023-05-22,Redemption,355394.92,Tamil Nadu,Pending,18-25,Male,B30
2245,120022,2022-04-01,Lumpsum,455214.03,Tamil Nadu,Rejected,46-60,Male,T30
2246,120031,2023-02-16,SIP,119170.52,West Bengal,Rejected,18-25,Female,T30
2247,120018,2025-04-07,SIP,280740.8,Gujarat,Rejected,18-25,Female,B30
2248,120013,2025-12-12,SIP,305297.34,Delhi,Pending,36-45,Male,B30
2249,120005,2022-10-27,Lumpsum,213116.23,Delhi,Rejected,36-45,Female,T30
2250,120009,2025-01-21,Lumpsum,252486.16,Telangana,Pending,36-45,Male,B30
2251,120017,2022-05-10,Lumpsum,68657.17,Tamil Nadu,Pending,26-35,Male,T30
2252,120034,2025-10-30,Redemption,40643.83,Tamil Nadu,Verified,18-25,Male,T30
2253,120003,2022-09-25,Redemption,317211.53,Tamil Nadu,Pending,18-25,Female,B30
2254,120012,2025-02-20,Redemption,405527.3,Maharashtra,Pending,60+,Female,B30
2255,120003,2022-01-20,Lumpsum,213772.89,Gujarat,Verified,36-45,Female,B30
2256,120032,2025-10-21,Lumpsum,229877.84,Kerala,Verified,46-60,Male,B30
2257,120021,2024-10-16,Lumpsum,67901.57,Gujarat,Verified,46-60,Female,B30
2258,120038,2022-05-20,Redemption,63176.08,Karnataka,Verified,60+,Male,T30
2259,120036,2024-04-15,Lumpsum,407326.76,Gujarat,Rejected,46-60,Male,B30
2260,120026,2023-09-04,Lumpsum,27625.54,Kerala,Rejected,60+,Female,B30
2261,120012,2023-02-24,Redemption,326261.75,West Bengal,Pending,36-45,Female,T30
2262,120029,2022-04-05,Lumpsum,174643.0,Karnataka,Pending,18-25,Male,B30
2263,120035,2022-04-19,Lumpsum,143687.07,Delhi,Verified,26-35,Male,T30
2264,120006,2025-12-15,Redemption,209442.29,Telangana,Verified,36-45,Female,T30
2265,120007,2024-01-16,Lumpsum,47378.5,Delhi,Verified,18-25,Female,T30
2266,120029,2025-01-25,SIP,195901.32,Kerala,Pending,46-60,Male,B30
2267,120030,2022-11-06,Lumpsum,54162.67,Telangana,Rejected,60+,Male,T30
2268,120031,2023-01-28,Lumpsum,252319.93,Tamil Nadu,Pending,36-45,Female,B30
2269,120031,2022-08-25,Redemption,308434.77,Maharashtra,Pending,46-60,Male,T30
2270,120012,2024-06-24,Redemption,140538.06,Maharashtra,Pending,26-35,Female,T30
2271,120002,2023-06-22,Lumpsum,23913.96,West Bengal,Pending,18-25,Male,B30
2272,120004,2025-07-05,Redemption,464695.32,Tamil Nadu,Verified,46-60,Male,B30
2273,120035,2022-03-13,Redemption,404344.71,Karnataka,Verified,36-45,Female,T30
2274,120013,2025-10-10,Lumpsum,252131.61,Telangana,Pending,18-25,Male,T30
2275,120011,2022-12-27,SIP,428465.46,West Bengal,Rejected,46-60,Female,T30
2276,120024,2023-07-28,SIP,242016.57,Delhi,Verified,60+,Female,B30
2277,120032,2022-12-07,Lumpsum,267912.51,Karnataka,Rejected,26-35,Male,B30
2278,120015,2022-06-24,Redemption,447406.06,West Bengal,Verified,46-60,Male,T30
2279,120009,2025-09-04,SIP,323027.03,Maharashtra,Rejected,36-45,Female,B30
2280,120026,2022-09-06,Lumpsum,295464.68,Gujarat,Rejected,18-25,Female,T30
2281,120009,2022-10-31,SIP,222933.9,Karnataka,Rejected,46-60,Male,B30
2282,120031,2025-05-03,Redemption,194817.47,West Bengal,Pending,60+,Female,B30
2283,120030,2022-09-02,Lumpsum,270503.12,Delhi,Pending,46-60,Male,T30
2284,120028,2022-10-10,SIP,11176.83,West Bengal,Rejected,18-25,Female,B30
2285,120014,2024-07-14,Redemption,122290.51,Maharashtra,Rejected,46-60,Male,B30
2286,120033,2025-07-06,SIP,339179.71,Tamil Nadu,Verified,46-60,Male,T30
2287,120039,2022-07-19,SIP,493131.99,Gujarat,Pending,46-60,Male,T30
2288,120016,2022-09-22,Redemption,82401.34,Karnataka,Verified,36-45,Female,T30
2289,120018,2025-04-11,Redemption,285156.19,Delhi,Verified,26-35,Female,B30
2290,120037,2023-05-08,SIP,32393.79,West Bengal,Pending,60+,Female,T30
2291,120037,2022-10-20,SIP,279243.49,Karnataka,Pending,26-35,Male,T30
2292,120038,2023-10-04,SIP,316675.52,Maharashtra,Verified,18-25,Female,T30
2293,120008,2023-08-22,Redemption,367849.31,Maharashtra,Verified,36-45,Female,T30
2294,120018,2022-04-21,Redemption,189419.89,Telangana,Verified,46-60,Female,B30
2295,120019,2025-08-11,Redemption,209906.82,Tamil Nadu,Rejected,36-45,Male,T30
2296,120005,2023-09-30,SIP,346461.24,Karnataka,Verified,26-35,Male,T30
2297,120007,2022-04-18,SIP,226069.58,West Bengal,Rejected,46-60,Male,B30
2298,120035,2024-06-29,SIP,496722.78,Gujarat,Pending,18-25,Female,B30
2299,120025,2022-03-11,SIP,489009.15,West Bengal,Pending,46-60,Male,B30
2300,120009,2023-12-20,Lumpsum,316852.85,Telangana,Verified,18-25,Male,B30
2301,120002,2024-01-07,Lumpsum,139152.93,West Bengal,Rejected,26-35,Male,T30
2302,120017,2024-08-26,SIP,248066.32,Delhi,Verified,60+,Female,T30
2303,120029,2024-12-29,SIP,282911.1,West Bengal,Pending,26-35,Male,T30
2304,120027,2024-03-07,Lumpsum,273236.76,West Bengal,Rejected,26-35,Male,T30
2305,120020,2025-09-04,Lumpsum,194015.22,Maharashtra,Rejected,26-35,Male,B30
2306,120037,2022-06-22,Redemption,150538.82,Kerala,Verified,18-25,Male,T30
2307,120023,2023-11-27,SIP,139997.25,Gujarat,Pending,18-25,Male,T30
2308,120011,2022-10-18,Lumpsum,434275.29,Telangana,Rejected,60+,Female,T30
2309,120019,2022-01-04,Lumpsum,30683.37,Kerala,Verified,36-45,Female,T30
2310,120031,2025-09-28,SIP,209540.82,West Bengal,Pending,36-45,Male,T30
2311,120032,2023-09-02,Lumpsum,395996.31,Gujarat,Rejected,36-45,Male,T30
2312,120008,2023-09-20,Redemption,89211.62,Delhi,Verified,26-35,Male,T30
2313,120038,2025-01-31,Lumpsum,173153.21,Maharashtra,Verified,26-35,Male,B30
2314,120039,2022-09-29,Redemption,317885.29,West Bengal,Rejected,26-35,Male,T30
2315,120006,2025-01-21,Redemption,291115.83,Kerala,Rejected,46-60,Female,B30
2316,120000,2024-12-19,Redemption,419808.59,West Bengal,Rejected,18-25,Female,T30
2317,120008,2025-08-23,Lumpsum,312848.3,Telangana,Verified,36-45,Female,T30
2318,120000,2023-05-22,SIP,162922.9,Gujarat,Pending,60+,Male,B30
2319,120025,2025-11-22,Lumpsum,465296.3,Telangana,Pending,26-35,Female,B30
2320,120000,2023-11-29,SIP,37109.13,Karnataka,Verified,46-60,Female,T30
2321,120015,2023-04-30,SIP,38774.11,Delhi,Pending,46-60,Male,T30
2322,120008,2023-11-07,SIP,314344.65,Telangana,Rejected,36-45,Male,T30
2323,120003,2022-01-14,Lumpsum,55097.63,Gujarat,Verified,36-45,Male,B30
2324,120018,2024-02-27,Lumpsum,167960.36,West Bengal,Verified,46-60,Female,T30
2325,120000,2025-12-24,SIP,94467.51,Karnataka,Rejected,60+,Male,B30
2326,120013,2022-03-06,Redemption,387156.62,Gujarat,Rejected,36-45,Male,B30
2327,120014,2024-09-09,Lumpsum,9637.61,Gujarat,Rejected,18-25,Male,T30
2328,120000,2022-02-06,SIP,89055.19,West Bengal,Verified,18-25,Female,B30
2329,120017,2023-11-03,Redemption,335741.28,Delhi,Pending,26-35,Male,T30
2330,120019,2022-11-20,Lumpsum,372780.31,Tamil Nadu,Rejected,26-35,Male,T30
2331,120015,2024-03-30,Redemption,240932.24,Tamil Nadu,Pending,46-60,Male,T30
2332,120023,2023-02-02,Redemption,222328.89,Karnataka,Verified,18-25,Male,T30
2333,120017,2022-02-07,Redemption,367857.18,Gujarat,Verified,26-35,Male,T30
2334,120037,2022-09-28,SIP,440217.37,Tamil Nadu,Pending,18-25,Female,B30
2335,120018,2025-02-04,SIP,441038.43,Gujarat,Pending,36-45,Female,B30
2336,120029,2022-12-10,Redemption,133487.37,West Bengal,Verified,60+,Female,B30
2337,120016,2025-04-12,SIP,245497.9,Gujarat,Pending,18-25,Male,T30
2338,120009,2023-09-30,SIP,153418.58,Kerala,Rejected,18-25,Female,T30
2339,120026,2023-11-03,Redemption,254476.39,Gujarat,Verified,46-60,Female,T30
2340,120026,2023-02-13,SIP,268386.48,Telangana,Verified,18-25,Male,B30
2341,120015,2022-05-29,Lumpsum,456429.26,Karnataka,Verified,36-45,Male,T30
2342,120002,2025-03-07,Redemption,254077.86,Kerala,Verified,18-25,Male,B30
2343,120037,2025-11-07,SIP,151515.9,Karnataka,Rejected,36-45,Male,B30
2344,120003,2024-05-13,SIP,284726.91,West Bengal,Pending,36-45,Female,B30
2345,120014,2022-12-15,SIP,38741.99,Telangana,Pending,18-25,Male,T30
2346,120033,2025-01-17,Lumpsum,486265.99,Delhi,Verified,18-25,Female,B30
2347,120017,2024-04-25,SIP,206759.17,Delhi,Rejected,26-35,Female,T30
2348,120012,2022-11-27,SIP,40718.21,Tamil Nadu,Verified,60+,Male,B30
2349,120027,2025-09-14,Lumpsum,385727.37,Tamil Nadu,Pending,46-60,Female,B30
2350,120021,2025-08-05,SIP,187435.27,Delhi,Pending,26-35,Female,T30
2351,120024,2025-09-29,SIP,284916.55,Kerala,Verified,60+,Female,T30
2352,120018,2025-04-24,Lumpsum,171454.78,Telangana,Pending,46-60,Female,T30
2353,120020,2022-10-14,SIP,136063.56,West Bengal,Verified,26-35,Male,B30
2354,120008,2024-08-07,Lumpsum,441097.71,Maharashtra,Verified,60+,Male,B30
2355,120029,2023-08-20,Redemption,59575.4,Karnataka,Rejected,46-60,Male,T30
2356,120003,2024-11-16,Redemption,49560.51,West Bengal,Pending,36-45,Male,T30
2357,120022,2023-10-06,Redemption,235910.18,Telangana,Rejected,60+,Male,T30
2358,120002,2023-12-19,Lumpsum,463337.84,Delhi,Pending,36-45,Female,B30
2359,120023,2025-12-11,Redemption,240432.96,Maharashtra,Verified,36-45,Female,T30
2360,120011,2025-04-09,Redemption,60406.95,Delhi,Verified,36-45,Male,B30
2361,120001,2024-12-26,Redemption,400321.95,Kerala,Rejected,36-45,Female,B30
2362,120032,2022-12-31,Lumpsum,394786.42,Telangana,Rejected,46-60,Male,T30
2363,120035,2025-04-28,Redemption,97126.86,West Bengal,Verified,46-60,Female,T30
2364,120001,2022-09-05,SIP,219970.68,Tamil Nadu,Verified,26-35,Female,B30
2365,120010,2022-09-01,SIP,15882.1,Kerala,Verified,26-35,Male,B30
2366,120010,2023-02-12,Lumpsum,296241.33,West Bengal,Pending,46-60,Female,T30
2367,120033,2025-07-23,SIP,118634.24,Karnataka,Rejected,36-45,Female,T30
2368,120010,2023-12-11,Lumpsum,100848.07,Kerala,Rejected,36-45,Male,T30
2369,120009,2025-09-10,SIP,266470.83,Karnataka,Pending,36-45,Male,T30
2370,120039,2022-03-10,Redemption,48920.24,Delhi,Rejected,36-45,Male,T30
2371,120009,2022-07-11,Lumpsum,331898.95,West Bengal,Verified,18-25,Female,B30
2372,120032,2024-07-23,Lumpsum,120784.18,West Bengal,Verified,36-45,Female,T30
2373,120007,2025-02-22,Lumpsum,81739.65,West Bengal,Rejected,60+,Female,B30
2374,120011,2022-03-03,Lumpsum,371887.0,Maharashtra,Pending,60+,Male,B30
2375,120009,2025-08-01,Lumpsum,132776.63,Maharashtra,Rejected,26-35,Male,T30
2376,120023,2024-03-23,SIP,90776.6,Gujarat,Verified,26-35,Male,T30
2377,120018,2022-11-06,Redemption,175299.1,Tamil Nadu,Pending,26-35,Female,B30
2378,120026,2025-09-21,Redemption,196467.32,Kerala,Rejected,18-25,Female,B30
2379,120032,2025-07-27,SIP,305659.55,West Bengal,Pending,18-25,Female,B30
2380,120038,2025-05-13,Redemption,119353.91,Maharashtra,Verified,36-45,Female,B30
2381,120017,2024-12-15,SIP,389950.52,Gujarat,Pending,60+,Male,T30
2382,120022,2024-02-27,Lumpsum,31822.73,Tamil Nadu,Rejected,36-45,Female,T30
2383,120008,2025-12-04,SIP,386365.85,Maharashtra,Pending,18-25,Female,T30
2384,120021,2025-06-10,Lumpsum,113393.38,Gujarat,Pending,18-25,Male,T30
2385,120038,2023-04-04,Redemption,261501.88,Telangana,Verified,36-45,Male,T30
2386,120024,2022-01-10,Redemption,467009.75,Kerala,Verified,18-25,Male,B30
2387,120013,2022-05-12,Redemption,224490.36,West Bengal,Verified,26-35,Male,B30
2388,120021,2025-11-20,SIP,452167.51,West Bengal,Rejected,46-60,Female,T30
2389,120008,2025-02-14,SIP,142137.56,West Bengal,Pending,46-60,Male,T30
2390,120038,2023-12-27,Redemption,129267.67,Maharashtra,Pending,36-45,Male,B30
2391,120038,2024-04-07,Redemption,116775.58,Maharashtra,Pending,60+,Female,B30
2392,120023,2025-09-03,Lumpsum,95111.72,Maharashtra,Rejected,60+,Female,B30
2393,120038,2022-10-27,Lumpsum,484461.97,Kerala,Verified,60+,Male,T30
2394,120001,2023-10-29,Redemption,464514.62,Kerala,Pending,46-60,Female,T30
2395,120032,2023-08-12,Lumpsum,11657.46,Gujarat,Pending,18-25,Male,B30
2396,120020,2025-07-21,Lumpsum,263125.48,Delhi,Verified,60+,Male,B30
2397,120010,2022-07-14,Lumpsum,146031.68,Delhi,Verified,46-60,Female,B30
2398,120029,2025-03-01,Lumpsum,163774.66,Maharashtra,Rejected,60+,Male,B30
2399,120039,2023-02-26,Lumpsum,146299.1,West Bengal,Pending,26-35,Male,B30
2400,120012,2025-06-10,Redemption,155102.21,Karnataka,Verified,36-45,Male,T30
